,id,date,team1,team2,score1,score2,vegas_spread,money_line1,money_line2,over_under,elo_prob1,raptor_prob1,elo_spread,raptor_spread
778,778,2020-02-08,IND,NO,117,124,-5.0,-210,175,224.0,0.6728,0.5005,-4.5,0.0
779,779,2020-02-08,TOR,BKN,119,118,-6.0,-265,215,218.0,0.8744,0.826,-12.0,-9.5
780,780,2020-02-08,MIN,LAC,142,115,9.5,375,-500,233.0,0.3015,0.1939,5.0,9.0
781,781,2020-02-08,GS,LAL,120,125,14.0,900,-1600,224.5,0.2727,0.0938,6.0,14.0
782,782,2020-02-08,PHX,DEN,108,117,3.5,150,-180,218.0,0.4134,0.4645,2.0,1.0
783,783,2020-02-08,SAC,SA,122,102,2.5,120,-140,222.5,0.576,0.6259,-2.0,-3.0
784,784,2020-02-09,OKC,BOS,111,112,1.5,105,-125,219.5,0.5933,0.6693,-2.5,-4.5
785,785,2020-02-09,ATL,NY,140,135,-5.0,-200,170,226.5,0.6275,0.7895,-3.0,-8.0
786,786,2020-02-09,PHI,CHI,118,111,-11.0,-675,475,213.5,0.8434,0.9298,-10.5,-16.0
787,787,2020-02-09,WAS,MEM,99,106,2.5,125,-145,240.5,,,,
788,788,2020-02-09,HOU,UTA,113,114,-2.5,-145,125,233.5,0.6162,0.7629,-3.0,-7.0
789,789,2020-02-09,CLE,LAC,92,133,6.0,200,-250,231.5,0.2378,0.2078,7.0,8.5
790,790,2020-02-09,POR,MIA,115,109,-5.5,-220,180,226.5,0.5606,0.693,-1.5,-5.0
